Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HY,AY,HR,AR,Season,HomeRank,AwayRank,HomePoints,AwayPoints,HomeW,AwayW,HomeGD,AwayGD,HomeGP,AwayGP,Sum_HomeY,Sum_AwayY,Sum_HomeR,Sum_AwayR,Stadium,Home_LastRank,Away_LastRank,Home_L5_GS,Home_L5_GC,Home_L5_Form_Pts,Away_L5_GS,Away_L5_GC,Away_L5_Form_Pts,Rank_Diff,LastRank_Diff,Form_Diff,GD_Diff,HomePPG,AwayPPG,PPG_Diff,HomeGDpg,AwayGDpg,GDpg_Diff,WeatherSeason
2022-02-02,20:45,Belenenses,Sp Lisbon,1.0,4.0,A,1.0,3.0,A,5.0,1.0,0.0,0.0,21-22,18,2,12,47,2,15,-22.0,23.0,19,19,64.0,61.0,6.0,3.0,10,10.0,1.0,0.8,1.8,11.0,2.2,1.4,21.0,16,9.0,-10.0,-45.0,0.631578947368421,2.473684210526316,-1.842105263157895,-1.1578947368421053,1.2105263157894737,-2.3684210526315788,0
2022-02-02,19:00,Benfica,Gil Vicente,1.0,2.0,A,0.0,1.0,A,4.0,3.0,0.0,0.0,21-22,3,5,44,30,14,8,36.0,7.0,19,19,39.0,55.0,2.0,2.0,6,3.0,11.0,2.6,1.0,31.0,1.6,1.2,34.0,-2,-8.0,-3.0,29.0,2.3157894736842106,1.5789473684210527,0.736842105263158,1.894736842105263,0.3684210526315789,1.526315789473684,0
2022-02-01,20:15,Santa Clara,Boavista,2.0,1.0,H,1.0,1.0,D,3.0,4.0,0.0,0.0,21-22,13,14,20,19,5,3,-15.0,-8.0,19,19,57.0,65.0,5.0,4.0,19,6.0,12.0,1.8,1.2,31.0,1.0,0.8,17.0,-1,-6.0,14.0,-7.0,1.0526315789473684,1.0,0.05263157894736836,-0.7894736842105263,-0.42105263157894735,-0.368421052631579,0
2022-01-31,21:15,Famalicao,Arouca,0.0,0.0,D,0.0,0.0,D,2.0,3.0,0.0,0.0,21-22,16,15,16,17,3,4,-12.0,-17.0,19,19,58.0,56.0,3.0,5.0,21,9.0,19.0,1.2,1.4,16.0,0.8,2.4,16.0,1,-10.0,0.0,5.0,0.8421052631578947,0.8947368421052632,-0.052631578947368474,-0.631578947368421,-0.8947368421052632,0.26315789473684215,0
2022-01-31,19:00,Estoril,Pacos Ferreira,0.0,0.0,D,0.0,0.0,D,6.0,2.0,1.0,0.0,21-22,7,14,25,19,6,4,1.0,-9.0,19,19,60.0,60.0,0.0,3.0,17,19.0,5.0,1.2,2.2,1.0,0.8,0.8,18.0,-7,14.0,-17.0,10.0,1.3157894736842106,1.0,0.3157894736842106,0.05263157894736842,-0.47368421052631576,0.5263157894736842,0
2022-01-30,20:30,Porto,Maritimo,2.0,1.0,H,1.0,0.0,H,4.0,5.0,0.0,0.0,21-22,1,9,53,24,17,6,38.0,-4.0,19,19,50.0,64.0,3.0,5.0,7,2.0,15.0,3.4,1.0,45.0,1.4,1.8,32.0,-8,-13.0,13.0,42.0,2.789473684210526,1.263157894736842,1.526315789473684,2.0,-0.21052631578947367,2.2105263157894735,0
2022-01-30,18:00,Sp Braga,Moreirense,2.0,0.0,H,0.0,0.0,D,3.0,1.0,0.0,0.0,21-22,4,16,35,16,10,3,14.0,-11.0,19,19,49.0,58.0,2.0,2.0,14,4.0,7.0,2.2,0.8,27.0,0.8,1.0,16.0,-12,-3.0,11.0,25.0,1.8421052631578947,0.8421052631578947,1.0,0.7368421052631579,-0.5789473684210527,1.3157894736842106,0
2022-01-30,15:30,Vizela,Guimaraes,3.0,2.0,H,1.0,1.0,D,3.0,3.0,0.0,0.0,21-22,13,6,19,27,4,7,-13.0,6.0,19,19,54.0,68.0,4.0,3.0,24,19.0,8.0,1.0,1.4,21.0,1.4,1.4,21.0,7,11.0,0.0,-19.0,1.0,1.4210526315789473,-0.42105263157894735,-0.6842105263157895,0.3157894736842105,-1.0,0
2022-01-30,15:30,Portimonense,Tondela,1.0,2.0,A,1.0,0.0,H,5.0,0.0,0.0,0.0,21-22,8,14,25,17,7,5,-1.0,-13.0,19,19,70.0,55.0,2.0,2.0,3,14.0,13.0,1.0,1.6,5.0,1.4,2.0,13.0,-6,1.0,-8.0,12.0,1.3157894736842106,0.8947368421052632,0.42105263157894746,-0.05263157894736842,-0.6842105263157895,0.631578947368421,0
2022-01-27,20:15,Estoril,Arouca,1.0,2.0,A,1.0,0.0,H,3.0,2.0,0.0,0.0,21-22,7,17,25,14,6,3,2.0,-18.0,18,18,57.0,54.0,0.0,5.0,17,19.0,19.0,1.2,1.8,5.0,0.6,3.0,2.0,-10,0.0,3.0,20.0,1.3888888888888888,0.7777777777777778,0.611111111111111,0.1111111111111111,-1.0,1.1111111111111112,0
2022-01-23,20:30,Porto,Famalicao,3.0,1.0,H,2.0,0.0,H,0.0,4.0,1.0,0.0,21-22,1,15,50,16,16,3,36.0,-10.0,18,18,50.0,54.0,2.0,3.0,7,2.0,9.0,3.0,0.8,45.0,1.2,1.6,22.0,-14,-7.0,23.0,46.0,2.7777777777777777,0.8888888888888888,1.8888888888888888,2.0,-0.5555555555555556,2.5555555555555554,0
2022-01-23,18:00,Gil Vicente,Portimonense,1.0,0.0,H,0.0,0.0,D,3.0,6.0,0.0,1.0,21-22,6,8,27,25,7,7,6.0,0.0,18,18,52.0,64.0,2.0,1.0,20,11.0,14.0,1.6,1.2,29.0,1.2,1.4,10.0,-2,-3.0,19.0,6.0,1.5,1.3888888888888888,0.11111111111111116,0.3333333333333333,0.0,0.3333333333333333,0
2022-01-23,15:30,Maritimo,Belenenses,1.0,1.0,D,1.0,1.0,D,0.0,4.0,1.0,1.0,21-22,9,18,23,11,6,2,-4.0,-22.0,18,18,64.0,60.0,4.0,5.0,5,15.0,10.0,2.0,1.8,39.0,0.6,1.8,9.0,-9,5.0,30.0,18.0,1.2777777777777777,0.6111111111111112,0.6666666666666665,-0.2222222222222222,-1.2222222222222223,1.0,0
2022-01-23,15:30,Guimaraes,Estoril,3.0,1.0,H,0.0,1.0,A,4.0,3.0,0.0,0.0,21-22,8,6,24,25,6,6,4.0,4.0,18,17,64.0,54.0,3.0,0.0,8,8.0,19.0,1.8,1.6,11.0,1.0,1.6,9.0,2,-11.0,2.0,0.0,1.3333333333333333,1.4705882352941178,-0.1372549019607845,0.2222222222222222,0.23529411764705882,-0.01307189542483661,0
2022-01-22,20:30,Sp Lisbon,Sp Braga,1.0,2.0,A,1.0,0.0,H,3.0,3.0,0.0,0.0,21-22,2,4,47,32,15,9,24.0,13.0,18,18,58.0,46.0,3.0,2.0,9,1.0,4.0,2.4,1.0,33.0,1.8,0.8,19.0,-2,-3.0,14.0,11.0,2.611111111111111,1.7777777777777777,0.8333333333333335,1.3333333333333333,0.7222222222222222,0.611111111111111,0
2022-01-22,18:00,Tondela,Vizela,2.0,3.0,A,2.0,1.0,H,4.0,6.0,0.0,0.0,21-22,13,16,17,16,5,3,-12.0,-14.0,18,18,51.0,48.0,2.0,4.0,15,13.0,19.0,1.0,1.6,18.0,0.4,1.8,9.0,-3,-6.0,9.0,2.0,0.9444444444444444,0.8888888888888888,0.05555555555555558,-0.6666666666666666,-0.7777777777777778,0.11111111111111116,0
2022-01-22,15:30,Moreirense,Santa Clara,0.0,2.0,A,0.0,1.0,A,2.0,2.0,1.0,0.0,21-22,14,13,16,17,3,4,-9.0,-17.0,18,18,56.0,55.0,1.0,5.0,12,7.0,6.0,0.8,0.8,23.0,1.6,2.0,23.0,1,1.0,0.0,8.0,0.8888888888888888,0.9444444444444444,-0.05555555555555558,-0.5,-0.9444444444444444,0.4444444444444444,0
2022-01-21,21:15,Pacos Ferreira,Boavista,1.0,1.0,D,1.0,0.0,H,4.0,6.0,0.0,0.0,21-22,11,10,18,18,4,3,-9.0,-8.0,18,18,56.0,59.0,3.0,4.0,13,5.0,12.0,0.6,0.8,20.0,0.8,1.0,18.0,1,-7.0,2.0,-1.0,1.0,1.0,0.0,-0.5,-0.4444444444444444,-0.05555555555555558,0
2022-01-21,19:00,Arouca,Benfica,0.0,2.0,A,0.0,1.0,A,5.0,1.0,0.0,0.0,21-22,17,3,14,41,3,13,-16.0,34.0,17,18,49.0,38.0,5.0,2.0,23,19.0,3.0,0.8,3.0,3.0,3.0,1.2,26.0,14,16.0,-23.0,-50.0,0.8235294117647058,2.2777777777777777,-1.4542483660130718,-0.9411764705882353,1.8888888888888888,-2.830065359477124,0
2022-01-17,20:15,Portimonense,Guimaraes,1.0,1.0,D,0.0,1.0,A,4.0,5.0,0.0,0.0,21-22,7,8,24,23,7,6,0.0,4.0,17,17,60.0,59.0,1.0,3.0,3,14.0,8.0,1.0,1.8,9.0,2.0,1.6,13.0,-1,6.0,-4.0,-4.0,1.411764705882353,1.3529411764705883,0.05882352941176472,0.0,0.23529411764705882,-0.23529411764705882,0
2022-01-16,20:30,Belenenses,Porto,1.0,4.0,A,1.0,1.0,D,5.0,3.0,2.0,0.0,21-22,18,1,11,47,2,15,-19.0,33.0,17,17,55.0,47.0,3.0,2.0,10,10.0,2.0,0.4,1.2,12.0,2.8,0.6,45.0,17,8.0,-33.0,-52.0,0.6470588235294118,2.764705882352941,-2.1176470588235294,-1.1176470588235294,1.9411764705882353,-3.0588235294117645,0
2022-01-16,18:30,Famalicao,Pacos Ferreira,0.0,0.0,D,0.0,0.0,D,4.0,3.0,1.0,0.0,21-22,16,11,15,17,3,4,-10.0,-9.0,17,17,50.0,53.0,2.0,3.0,21,9.0,5.0,1.2,2.4,22.0,0.8,1.2,21.0,5,4.0,1.0,-1.0,0.8823529411764706,1.0,-0.11764705882352944,-0.5882352941176471,-0.5294117647058824,-0.05882352941176472,0
2022-01-16,18:00,Vizela,Sp Lisbon,0.0,2.0,A,0.0,2.0,A,3.0,3.0,0.0,0.0,21-22,15,2,16,44,3,14,-12.0,22.0,17,17,45.0,55.0,4.0,3.0,24,19.0,1.0,1.2,1.6,15.0,2.6,1.2,30.0,13,18.0,-15.0,-34.0,0.9411764705882353,2.588235294117647,-1.647058823529412,-0.7058823529411765,1.2941176470588236,-2.0,0
2022-01-16,15:30,Santa Clara,Tondela,2.0,2.0,D,2.0,0.0,H,1.0,1.0,0.0,0.0,21-22,15,13,16,16,4,5,-17.0,-12.0,17,17,54.0,50.0,5.0,2.0,19,6.0,13.0,1.6,1.8,27.0,1.0,2.2,17.0,2,-7.0,10.0,-5.0,0.9411764705882353,0.9411764705882353,0.0,-1.0,-0.7058823529411765,-0.2941176470588235,0
2022-01-15,18:00,Sp Braga,Maritimo,0.0,1.0,A,0.0,0.0,D,2.0,1.0,0.0,0.0,21-22,4,9,32,20,9,5,14.0,-5.0,17,17,44.0,63.0,2.0,4.0,14,4.0,15.0,2.2,0.6,29.0,2.0,2.0,34.0,-5,-11.0,-5.0,19.0,1.8823529411764706,1.1764705882352942,0.7058823529411764,0.8235294117647058,-0.29411764705882354,1.1176470588235294,0
2022-01-15,18:00,Benfica,Moreirense,1.0,1.0,D,0.0,0.0,D,3.0,5.0,0.0,0.0,21-22,3,15,40,15,13,3,34.0,-9.0,17,17,35.0,51.0,2.0,1.0,6,3.0,7.0,3.0,1.6,30.0,0.6,0.8,24.0,-12,-4.0,6.0,43.0,2.3529411764705883,0.8823529411764706,1.4705882352941178,2.0,-0.5294117647058824,2.5294117647058822,0
2022-01-15,15:30,Boavista,Gil Vicente,1.0,1.0,D,1.0,0.0,H,3.0,2.0,0.0,0.0,21-22,10,5,17,26,3,7,-8.0,6.0,17,17,56.0,50.0,4.0,2.0,11,12.0,11.0,0.8,1.0,19.0,2.2,1.0,36.0,5,1.0,-17.0,-14.0,1.0,1.5294117647058822,-0.5294117647058822,-0.47058823529411764,0.35294117647058826,-0.8235294117647058,0
2022-01-13,18:00,Famalicao,Belenenses,1.0,0.0,H,0.0,0.0,D,1.0,2.0,0.0,0.0,21-22,17,18,12,11,2,2,-11.0,-18.0,16,16,49.0,53.0,2.0,3.0,21,9.0,10.0,1.0,3.0,9.0,0.4,2.4,15.0,-1,-1.0,-6.0,7.0,0.75,0.6875,0.0625,-0.6875,-1.125,0.4375,0
2022-01-10,20:15,Gil Vicente,Guimaraes,3.0,2.0,H,1.0,0.0,H,2.0,5.0,0.0,1.0,21-22,7,8,23,23,6,6,5.0,5.0,16,16,48.0,54.0,2.0,2.0,20,11.0,8.0,2.0,1.0,31.0,1.8,1.4,20.0,-1,3.0,11.0,0.0,1.4375,1.4375,0.0,0.3125,0.3125,0.0,0
2022-01-09,20:30,Belenenses,Arouca,2.0,1.0,H,0.0,1.0,A,8.0,3.0,1.0,2.0,21-22,18,16,8,14,1,3,-19.0,-15.0,15,16,45.0,46.0,2.0,3.0,10,10.0,19.0,0.0,2.6,0.0,1.0,2.8,7.0,2,-9.0,-7.0,-4.0,0.5333333333333333,0.875,-0.3416666666666667,-1.2666666666666666,-0.9375,-0.3291666666666666,0
2022-01-09,18:00,Sp Braga,Famalicao,2.0,2.0,D,1.0,1.0,D,2.0,4.0,1.0,0.0,21-22,4,17,31,11,9,2,14.0,-11.0,16,15,42.0,45.0,1.0,2.0,14,4.0,9.0,2.6,0.4,36.0,1.6,3.0,8.0,-13,-5.0,28.0,25.0,1.9375,0.7333333333333333,1.2041666666666666,0.875,-0.7333333333333333,1.6083333333333334,0
2022-01-09,18:00,Benfica,Pacos Ferreira,2.0,0.0,H,1.0,0.0,H,2.0,3.0,0.0,1.0,21-22,3,10,37,17,12,4,32.0,-7.0,16,16,33.0,50.0,2.0,2.0,6,3.0,5.0,4.0,1.6,24.0,0.8,1.2,27.0,-7,-2.0,-3.0,39.0,2.3125,1.0625,1.25,2.0,-0.4375,2.4375,0
2022-01-09,15:30,Portimonense,Maritimo,1.0,2.0,A,0.0,1.0,A,4.0,3.0,0.0,0.0,21-22,6,9,24,17,7,4,1.0,-6.0,16,16,56.0,60.0,1.0,4.0,3,14.0,15.0,1.4,1.4,16.0,2.0,1.8,29.0,-3,-1.0,-13.0,7.0,1.5,1.0625,0.4375,0.0625,-0.375,0.4375,0
2022-01-08,20:30,Boavista,Tondela,1.0,1.0,D,0.0,0.0,D,3.0,1.0,0.0,0.0,21-22,11,15,16,15,3,5,-8.0,-12.0,16,16,53.0,49.0,4.0,2.0,11,12.0,13.0,0.8,1.2,19.0,0.8,2.4,15.0,-4,-1.0,4.0,4.0,1.0,0.9375,0.0625,-0.5,-0.75,0.25,0
2022-01-08,18:00,Estoril,Porto,2.0,3.0,A,2.0,0.0,H,4.0,2.0,0.0,0.0,21-22,5,1,25,44,6,14,5.0,32.0,16,16,50.0,45.0,0.0,2.0,17,19.0,2.0,1.0,1.4,14.0,2.6,0.4,45.0,4,17.0,-31.0,-27.0,1.5625,2.75,-1.1875,0.3125,2.0,-1.6875,0
2022-01-08,15:30,Vizela,Moreirense,0.0,1.0,A,0.0,0.0,D,0.0,6.0,1.0,0.0,21-22,12,16,16,12,3,2,-11.0,-10.0,16,16,45.0,45.0,3.0,1.0,24,19.0,7.0,1.4,2.2,21.0,0.8,1.2,13.0,-4,12.0,8.0,-1.0,1.0,0.75,0.25,-0.6875,-0.625,-0.0625,0
2022-01-07,18:30,Santa Clara,Sp Lisbon,3.0,2.0,H,1.0,1.0,D,6.0,3.0,0.0,1.0,21-22,15,2,13,44,3,14,-18.0,23.0,16,16,48.0,52.0,5.0,2.0,19,6.0,1.0,1.4,1.8,19.0,2.6,0.6,45.0,13,5.0,-26.0,-41.0,0.8125,2.75,-1.9375,-1.125,1.4375,-2.5625,0
2022-01-03,20:15,Tondela,Moreirense,2.0,1.0,H,0.0,1.0,A,2.0,2.0,0.0,0.0,21-22,16,15,12,12,4,2,-13.0,-9.0,15,15,47.0,43.0,2.0,1.0,15,13.0,7.0,1.2,2.6,3.0,0.8,1.2,17.0,1,6.0,-14.0,-4.0,0.8,0.8,0.0,-0.8666666666666667,-0.6,-0.2666666666666667,0
2022-01-02,18:30,Vizela,Belenenses,2.0,0.0,H,2.0,0.0,H,2.0,4.0,0.0,0.0,21-22,13,18,13,8,2,1,-13.0,-17.0,15,14,43.0,41.0,3.0,2.0,24,19.0,10.0,1.2,2.4,10.0,0.4,2.4,3.0,-5,9.0,7.0,4.0,0.8666666666666667,0.5714285714285714,0.2952380952380953,-0.8666666666666667,-1.2142857142857142,0.3476190476190475,0
2021-12-30,21:00,Porto,Benfica,3.0,1.0,H,2.0,0.0,H,3.0,5.0,0.0,1.0,21-22,2,3,41,37,13,12,30.0,34.0,15,15,42.0,28.0,2.0,1.0,7,2.0,3.0,2.6,0.2,45.0,5.0,1.2,36.0,-1,-1.0,9.0,-4.0,2.7333333333333334,2.466666666666667,0.2666666666666666,2.0,2.2666666666666666,-0.2666666666666666,0
2021-12-30,19:00,Arouca,Sp Braga,0.0,6.0,A,0.0,3.0,A,1.0,2.0,0.0,0.0,21-22,12,4,14,28,3,8,-9.0,8.0,15,15,45.0,40.0,3.0,1.0,23,19.0,4.0,1.2,1.8,12.0,1.6,1.6,30.0,8,15.0,-18.0,-17.0,0.9333333333333333,1.8666666666666667,-0.9333333333333333,-0.6,0.5333333333333333,-1.1333333333333333,0
2021-12-30,17:00,Pacos Ferreira,Santa Clara,2.0,1.0,H,0.0,1.0,A,4.0,4.0,0.0,1.0,21-22,11,14,14,13,3,3,-8.0,-17.0,15,15,46.0,44.0,2.0,4.0,13,5.0,6.0,0.4,1.4,15.0,1.2,2.0,26.0,-3,-1.0,-11.0,9.0,0.9333333333333333,0.8666666666666667,0.06666666666666665,-0.5333333333333333,-1.1333333333333333,0.6,0
2021-12-29,21:00,Sp Lisbon,Portimonense,3.0,2.0,H,0.0,1.0,A,4.0,3.0,0.0,1.0,21-22,2,6,41,24,13,7,22.0,2.0,15,15,48.0,53.0,2.0,0.0,9,1.0,14.0,2.4,0.2,45.0,1.4,0.8,26.0,-4,-13.0,19.0,20.0,2.7333333333333334,1.6,1.1333333333333333,1.4666666666666666,0.13333333333333333,1.3333333333333333,0
2021-12-29,19:00,Guimaraes,Boavista,1.0,1.0,D,0.0,0.0,D,6.0,2.0,0.0,0.0,21-22,8,10,22,15,6,3,5.0,-8.0,15,15,48.0,51.0,2.0,4.0,8,8.0,12.0,2.0,1.4,24.0,1.0,2.0,18.0,-2,-4.0,6.0,13.0,1.4666666666666666,1.0,0.46666666666666656,0.3333333333333333,-0.5333333333333333,0.8666666666666667,0
2021-12-28,21:00,Moreirense,Estoril,1.0,0.0,H,1.0,0.0,H,2.0,4.0,0.0,0.0,21-22,17,5,9,25,1,6,-10.0,6.0,14,15,41.0,46.0,1.0,0.0,12,7.0,19.0,0.8,1.4,4.0,1.2,1.4,20.0,12,-12.0,-16.0,-16.0,0.6428571428571429,1.6666666666666667,-1.0238095238095237,-0.7142857142857143,0.4,-1.1142857142857143,0
2021-12-28,19:00,Maritimo,Vizela,2.0,0.0,H,0.0,0.0,D,2.0,4.0,0.0,1.0,21-22,10,13,14,13,3,2,-8.0,-11.0,15,14,58.0,39.0,4.0,2.0,5,15.0,19.0,2.0,2.6,21.0,1.4,2.2,15.0,-3,-4.0,6.0,3.0,0.9333333333333333,0.9285714285714286,0.004761904761904745,-0.5333333333333333,-0.7857142857142857,0.2523809523809524,0
2021-12-28,17:00,Tondela,Gil Vicente,0.0,3.0,A,0.0,0.0,D,5.0,2.0,0.0,0.0,21-22,15,8,12,20,4,5,-10.0,2.0,14,15,42.0,46.0,2.0,2.0,15,13.0,11.0,1.2,2.4,6.0,1.6,1.2,24.0,7,2.0,-18.0,-12.0,0.8571428571428571,1.3333333333333333,-0.47619047619047616,-0.7142857142857143,0.13333333333333333,-0.8476190476190476,0
2021-12-19,21:00,Sp Braga,Belenenses,1.0,0.0,H,1.0,0.0,H,4.0,4.0,0.0,0.0,21-22,4,18,25,8,7,1,7.0,-16.0,14,13,36.0,37.0,1.0,2.0,14,4.0,10.0,2.0,1.6,24.0,0.4,2.2,7.0,-14,-6.0,17.0,23.0,1.7857142857142858,0.6153846153846154,1.1703296703296704,0.5,-1.2307692307692308,1.7307692307692308,3
2021-12-19,19:00,Vizela,Porto,0.0,4.0,A,0.0,2.0,A,1.0,1.0,1.0,0.0,21-22,13,2,13,38,2,12,-7.0,26.0,13,14,38.0,41.0,1.0,2.0,24,19.0,2.0,1.4,1.6,20.0,2.6,0.4,45.0,11,17.0,-25.0,-33.0,1.0,2.7142857142857144,-1.7142857142857144,-0.5384615384615384,1.8571428571428572,-2.3956043956043955,3
2021-12-19,17:00,Boavista,Moreirense,1.0,0.0,H,1.0,0.0,H,2.0,2.0,1.0,0.0,21-22,14,17,12,9,2,1,-9.0,-9.0,14,13,49.0,39.0,3.0,1.0,11,12.0,7.0,1.0,2.8,4.0,0.8,1.4,6.0,-3,5.0,-2.0,0.0,0.8571428571428571,0.6923076923076923,0.1648351648351648,-0.6428571428571429,-0.6923076923076923,0.049450549450549386,3
2021-12-19,17:00,Benfica,Maritimo,7.0,1.0,H,3.0,0.0,H,1.0,2.0,0.0,0.0,21-22,3,9,34,14,11,3,28.0,-2.0,14,14,27.0,56.0,1.0,4.0,6,3.0,15.0,3.8,1.2,31.0,2.0,1.6,28.0,-6,-12.0,3.0,30.0,2.4285714285714284,1.0,1.4285714285714284,2.0,-0.14285714285714285,2.142857142857143,3
2021-12-18,20:30,Gil Vicente,Sp Lisbon,0.0,3.0,A,0.0,0.0,D,1.0,5.0,1.0,1.0,21-22,8,2,20,38,5,12,5.0,19.0,14,14,45.0,43.0,1.0,1.0,20,11.0,1.0,2.0,0.8,35.0,2.0,0.2,45.0,6,10.0,-10.0,-14.0,1.4285714285714286,2.7142857142857144,-1.2857142857142858,0.35714285714285715,1.3571428571428572,-1.0,3
2021-12-18,15:30,Tondela,Pacos Ferreira,0.0,1.0,A,0.0,0.0,D,2.0,4.0,0.0,0.0,21-22,13,15,12,11,4,2,-9.0,-9.0,13,14,40.0,42.0,2.0,2.0,15,13.0,5.0,1.4,2.8,9.0,0.4,1.6,1.0,-2,8.0,8.0,0.0,0.9230769230769231,0.7857142857142857,0.13736263736263743,-0.6923076923076923,-0.6428571428571429,-0.049450549450549386,3
2021-12-18,15:30,Portimonense,Arouca,1.0,1.0,D,0.0,0.0,D,3.0,4.0,0.0,0.0,21-22,6,11,23,13,7,3,2.0,-9.0,14,14,50.0,41.0,0.0,3.0,3,14.0,19.0,1.2,1.2,30.0,1.4,1.6,14.0,-5,-5.0,16.0,11.0,1.6428571428571428,0.9285714285714286,0.7142857142857142,0.14285714285714285,-0.6428571428571429,0.7857142857142858,3
2021-12-17,21:15,Estoril,Famalicao,2.0,2.0,D,2.0,1.0,H,3.0,5.0,0.0,0.0,21-22,5,16,24,10,6,2,6.0,-11.0,14,14,43.0,40.0,0.0,2.0,17,19.0,9.0,1.0,1.2,21.0,1.4,2.8,7.0,-11,10.0,14.0,17.0,1.7142857142857142,0.7142857142857143,0.9999999999999999,0.42857142857142855,-0.7857142857142857,1.2142857142857142,3
2021-12-17,19:00,Santa Clara,Guimaraes,1.0,0.0,H,1.0,0.0,H,2.0,3.0,0.0,0.0,21-22,16,7,10,22,2,6,-18.0,6.0,14,14,42.0,45.0,4.0,2.0,19,6.0,8.0,1.2,2.4,15.0,2.0,1.4,33.0,9,-2.0,-18.0,-24.0,0.7142857142857143,1.5714285714285714,-0.8571428571428571,-1.2857142857142858,0.42857142857142855,-1.7142857142857144,3
2021-12-13,20:15,Arouca,Vizela,1.0,4.0,A,0.0,4.0,A,2.0,4.0,0.0,0.0,21-22,10,14,13,10,3,1,-6.0,-10.0,13,12,39.0,34.0,3.0,1.0,23,19.0,19.0,1.2,0.8,22.0,0.8,1.6,8.0,-4,0.0,14.0,4.0,1.0,0.8333333333333334,0.16666666666666663,-0.46153846153846156,-0.8333333333333334,0.3717948717948718,3
2021-12-12,20:30,Porto,Sp Braga,1.0,0.0,H,1.0,0.0,H,3.0,5.0,0.0,0.0,21-22,2,4,35,25,11,7,25.0,8.0,13,13,38.0,31.0,2.0,1.0,7,2.0,4.0,3.0,0.6,45.0,2.2,1.4,36.0,-2,-2.0,9.0,17.0,2.6923076923076925,1.9230769230769231,0.7692307692307694,1.9230769230769231,0.6153846153846154,1.3076923076923077,3
2021-12-12,18:00,Famalicao,Benfica,1.0,4.0,A,1.0,2.0,A,2.0,2.0,0.0,0.0,21-22,14,3,10,31,2,10,-8.0,25.0,13,13,38.0,25.0,2.0,1.0,21,9.0,3.0,1.6,2.0,14.0,3.2,1.0,26.0,11,6.0,-12.0,-33.0,0.7692307692307693,2.3846153846153846,-1.6153846153846154,-0.6153846153846154,1.9230769230769231,-2.5384615384615383,3
2021-12-12,15:30,Moreirense,Portimonense,0.0,1.0,A,0.0,0.0,D,2.0,2.0,0.0,0.0,21-22,17,8,9,20,1,6,-8.0,1.0,12,13,37.0,48.0,1.0,0.0,12,7.0,14.0,0.8,1.2,9.0,1.0,1.6,21.0,9,-7.0,-12.0,-9.0,0.75,1.5384615384615385,-0.7884615384615385,-0.6666666666666666,0.07692307692307693,-0.7435897435897436,3
2021-12-12,15:30,Belenenses,Estoril,0.0,1.0,A,0.0,1.0,A,2.0,1.0,0.0,0.0,21-22,18,6,8,21,1,5,-15.0,5.0,12,13,35.0,42.0,2.0,0.0,10,10.0,19.0,0.4,2.4,11.0,1.2,1.2,12.0,12,-9.0,-1.0,-20.0,0.6666666666666666,1.6153846153846154,-0.9487179487179488,-1.25,0.38461538461538464,-1.6346153846153846,3
2021-12-11,20:30,Sp Lisbon,Boavista,2.0,0.0,H,0.0,0.0,D,0.0,1.0,0.0,0.0,21-22,2,11,35,12,11,2,17.0,-7.0,13,13,43.0,48.0,1.0,3.0,9,1.0,12.0,1.8,0.2,45.0,1.0,2.4,6.0,-9,-11.0,39.0,24.0,2.6923076923076925,0.9230769230769231,1.7692307692307694,1.3076923076923077,-0.5384615384615384,1.8461538461538463,3
2021-12-11,18:00,Guimaraes,Tondela,5.0,2.0,H,2.0,2.0,D,3.0,4.0,0.0,1.0,21-22,8,11,19,12,5,4,3.0,-6.0,13,12,42.0,36.0,2.0,1.0,8,8.0,13.0,1.4,1.2,27.0,1.4,1.8,15.0,-3,-5.0,12.0,9.0,1.4615384615384615,1.0,0.46153846153846145,0.23076923076923078,-0.5,0.7307692307692308,3
2021-12-11,15:30,Maritimo,Santa Clara,4.0,1.0,H,2.0,1.0,H,1.0,3.0,0.0,0.0,21-22,12,16,11,10,2,2,-5.0,-15.0,13,13,55.0,39.0,4.0,4.0,5,15.0,6.0,1.4,1.8,17.0,1.0,2.0,19.0,-4,9.0,-2.0,10.0,0.8461538461538461,0.7692307692307693,0.07692307692307687,-0.38461538461538464,-1.1538461538461537,0.7692307692307692,3
2021-12-10,20:15,Pacos Ferreira,Gil Vicente,0.0,1.0,A,0.0,0.0,D,3.0,2.0,0.0,0.0,21-22,13,8,11,17,2,4,-8.0,4.0,13,13,39.0,43.0,2.0,1.0,13,5.0,11.0,0.4,1.4,3.0,1.8,1.0,28.0,5,-6.0,-25.0,-12.0,0.8461538461538461,1.3076923076923077,-0.46153846153846156,-0.6153846153846154,0.3076923076923077,-0.9230769230769231,3
2021-12-05,20:30,Sp Braga,Estoril,2.0,0.0,H,2.0,0.0,H,6.0,3.0,1.0,0.0,21-22,4,5,22,21,6,5,6.0,7.0,12,12,25.0,39.0,0.0,0.0,14,4.0,19.0,2.2,1.8,31.0,1.6,1.2,19.0,-1,-15.0,12.0,-1.0,1.8333333333333333,1.75,0.08333333333333326,0.5,0.5833333333333334,-0.08333333333333337,3
