Date,Time,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,HY,AY,HR,AR,Season,HomeRank,AwayRank,HomePoints,AwayPoints,HomeW,AwayW,HomeGD,AwayGD,HomeGP,AwayGP,Sum_HomeY,Sum_AwayY,Sum_HomeR,Sum_AwayR,Stadium,Home_LastRank,Away_LastRank,Home_L5_GS,Home_L5_GC,Home_L5_Form_Pts,Away_L5_GS,Away_L5_GC,Away_L5_Form_Pts,Rank_Diff,LastRank_Diff,Form_Diff,GD_Diff,HomePPG,AwayPPG,PPG_Diff,HomeGDpg,AwayGDpg,GDpg_Diff,WeatherSeason
2022-04-02,18:00,Arouca,Gil Vicente,2.0,1.0,H,0.0,0.0,D,2.0,5.0,1.0,1.0,21-22,15,5,23,46,5,12,-23.0,12.0,27,27,84.0,76.0,5.0,3.0,23,19.0,11.0,1.2,1.4,10.0,1.0,0.4,25.0,10,8.0,-15.0,-35.0,0.8518518518518519,1.7037037037037037,-0.8518518518518519,-0.8518518518518519,0.4444444444444444,-1.2962962962962963,1
2022-04-02,15:30,Belenenses,Portimonense,2.0,0.0,H,1.0,0.0,H,5.0,3.0,0.0,1.0,21-22,18,11,18,29,3,7,-31.0,-6.0,27,27,94.0,96.0,7.0,3.0,10,10.0,14.0,0.2,1.0,12.0,0.8,1.6,3.0,7,-4.0,9.0,-25.0,0.6666666666666666,1.0740740740740742,-0.40740740740740755,-1.1481481481481481,-0.2222222222222222,-0.9259259259259259,1
2022-04-01,20:15,Sp Braga,Benfica,3.0,2.0,H,1.0,0.0,H,2.0,1.0,0.0,0.0,21-22,4,3,49,61,14,19,17.0,43.0,27,27,68.0,57.0,3.0,3.0,14,4.0,3.0,0.8,0.6,23.0,2.0,1.0,35.0,1,1.0,-12.0,-26.0,1.8148148148148149,2.259259259259259,-0.4444444444444442,0.6296296296296297,1.5925925925925926,-0.9629629629629629,1
2022-03-20,20:45,Boavista,Porto,0.0,1.0,A,0.0,1.0,A,2.0,2.0,0.0,0.0,21-22,13,1,27,70,4,22,-8.0,48.0,26,26,94.0,71.0,6.0,6.0,11,12.0,2.0,1.4,1.2,21.0,2.4,1.0,37.0,12,10.0,-16.0,-56.0,1.0384615384615385,2.6923076923076925,-1.653846153846154,-0.3076923076923077,1.8461538461538463,-2.153846153846154,0
2022-03-20,20:00,Portimonense,Sp Braga,1.0,2.0,A,0.0,2.0,A,1.0,1.0,0.0,0.0,21-22,11,4,29,46,7,13,-5.0,16.0,26,26,95.0,67.0,3.0,3.0,3,14.0,4.0,0.8,1.4,6.0,0.8,0.6,16.0,7,10.0,-10.0,-21.0,1.1153846153846154,1.7692307692307692,-0.6538461538461537,-0.19230769230769232,0.6153846153846154,-0.8076923076923077,0
2022-03-20,18:00,Benfica,Estoril,2.0,1.0,H,1.0,0.0,H,1.0,2.0,0.0,0.0,21-22,3,7,58,34,18,8,42.0,0.0,26,26,56.0,79.0,3.0,3.0,6,3.0,19.0,2.0,1.0,31.0,1.0,1.2,22.0,-4,-16.0,9.0,42.0,2.230769230769231,1.3076923076923077,0.9230769230769231,1.6153846153846154,0.0,1.6153846153846154,0
2022-03-20,15:30,Pacos Ferreira,Moreirense,2.0,1.0,H,1.0,0.0,H,2.0,4.0,0.0,0.0,21-22,10,17,30,20,7,4,-8.0,-19.0,26,26,85.0,81.0,3.0,4.0,13,5.0,7.0,1.6,1.4,30.0,0.2,2.0,3.0,-7,-2.0,27.0,11.0,1.1538461538461537,0.7692307692307693,0.38461538461538447,-0.3076923076923077,-0.7307692307692307,0.423076923076923,0
2022-03-20,15:30,Gil Vicente,Maritimo,1.0,1.0,D,1.0,1.0,D,3.0,3.0,0.0,0.0,21-22,5,9,45,32,12,8,12.0,-3.0,26,26,73.0,88.0,3.0,7.0,20,11.0,15.0,1.0,0.2,31.0,1.0,0.6,18.0,-4,-4.0,13.0,15.0,1.7307692307692308,1.2307692307692308,0.5,0.46153846153846156,-0.11538461538461539,0.576923076923077,0
2022-03-19,20:30,Guimaraes,Sp Lisbon,1.0,3.0,A,1.0,1.0,D,4.0,2.0,0.0,0.0,21-22,6,2,36,64,10,20,2.0,35.0,26,26,92.0,82.0,4.0,6.0,8,8.0,1.0,0.8,1.6,27.0,2.0,0.6,37.0,4,7.0,-10.0,-33.0,1.3846153846153846,2.4615384615384617,-1.076923076923077,0.07692307692307693,1.3461538461538463,-1.2692307692307694,0
2022-03-19,18:00,Santa Clara,Belenenses,0.0,0.0,D,0.0,0.0,D,3.0,5.0,0.0,0.0,21-22,10,18,30,17,7,3,-13.0,-31.0,26,26,80.0,89.0,9.0,7.0,19,6.0,10.0,1.0,0.8,22.0,0.4,1.0,12.0,-8,-4.0,10.0,18.0,1.1538461538461537,0.6538461538461539,0.4999999999999999,-0.5,-1.1923076923076923,0.6923076923076923,0
2022-03-19,15:30,Tondela,Arouca,2.0,2.0,D,2.0,1.0,H,1.0,3.0,0.0,0.0,21-22,16,15,21,22,6,5,-21.0,-23.0,26,26,71.0,81.0,4.0,5.0,15,13.0,19.0,0.4,1.8,4.0,0.8,1.6,9.0,1,-6.0,-5.0,2.0,0.8076923076923077,0.8461538461538461,-0.038461538461538436,-0.8076923076923077,-0.8846153846153846,0.07692307692307687,0
2022-03-18,20:15,Vizela,Famalicao,1.0,1.0,D,0.0,1.0,A,0.0,4.0,0.0,1.0,21-22,14,12,25,27,5,6,-16.0,-8.0,26,26,79.0,77.0,7.0,3.0,24,19.0,9.0,0.8,1.6,8.0,1.8,0.6,23.0,2,10.0,-15.0,-8.0,0.9615384615384616,1.0384615384615385,-0.07692307692307698,-0.6153846153846154,-0.3076923076923077,-0.3076923076923077,0
2022-03-14,20:15,Moreirense,Sp Lisbon,0.0,2.0,A,0.0,2.0,A,4.0,4.0,0.0,0.0,21-22,17,2,20,61,4,19,-17.0,33.0,25,25,77.0,78.0,4.0,6.0,12,7.0,1.0,1.0,1.8,7.0,2.0,0.6,33.0,15,6.0,-26.0,-50.0,0.8,2.44,-1.64,-0.68,1.32,-2.0,0
2022-03-13,20:30,Sp Braga,Gil Vicente,0.0,1.0,A,0.0,0.0,D,3.0,3.0,0.0,0.0,21-22,4,5,46,42,13,11,17.0,11.0,25,25,64.0,70.0,3.0,3.0,14,4.0,11.0,1.0,0.8,24.0,1.2,0.6,25.0,-1,-7.0,-1.0,6.0,1.84,1.68,0.16000000000000014,0.68,0.44,0.24000000000000005,0
2022-03-13,18:00,Porto,Tondela,4.0,0.0,H,1.0,0.0,H,1.0,3.0,0.0,1.0,21-22,1,16,67,21,21,6,44.0,-17.0,25,25,70.0,68.0,6.0,3.0,7,2.0,13.0,2.0,1.0,33.0,0.6,1.6,5.0,-15,-11.0,28.0,61.0,2.68,0.84,1.8400000000000003,1.76,-0.68,2.44,0
2022-03-13,15:30,Maritimo,Guimaraes,0.0,1.0,A,0.0,0.0,D,2.0,3.0,0.0,0.0,21-22,8,7,32,33,8,9,-2.0,1.0,25,25,86.0,89.0,7.0,4.0,5,15.0,8.0,1.0,0.4,26.0,1.0,1.8,18.0,1,7.0,8.0,-3.0,1.28,1.32,-0.040000000000000036,-0.08,0.04,-0.12,0
2022-03-12,20:30,Belenenses,Boavista,0.0,0.0,D,0.0,0.0,D,4.0,3.0,0.0,0.0,21-22,18,13,16,26,3,4,-31.0,-8.0,25,25,85.0,91.0,7.0,6.0,10,10.0,12.0,0.6,1.8,11.0,1.8,1.6,23.0,5,-2.0,-12.0,-23.0,0.64,1.04,-0.4,-1.24,-0.32,-0.9199999999999999,0
2022-03-12,18:00,Arouca,Pacos Ferreira,0.0,1.0,A,0.0,1.0,A,4.0,5.0,0.0,0.0,21-22,15,12,22,27,5,6,-22.0,-9.0,25,25,77.0,80.0,5.0,3.0,23,19.0,5.0,0.8,1.8,13.0,1.6,1.6,22.0,3,14.0,-9.0,-13.0,0.88,1.08,-0.20000000000000007,-0.88,-0.36,-0.52,0
2022-03-12,15:30,Famalicao,Santa Clara,0.0,0.0,D,0.0,0.0,D,1.0,4.0,0.0,0.0,21-22,12,10,26,29,6,7,-8.0,-13.0,25,25,76.0,76.0,3.0,9.0,21,9.0,6.0,1.8,1.0,27.0,1.4,1.2,23.0,2,3.0,4.0,5.0,1.04,1.16,-0.11999999999999988,-0.32,-0.52,0.2,0
2022-03-12,15:30,Estoril,Portimonense,2.0,0.0,H,1.0,0.0,H,3.0,3.0,0.0,0.0,21-22,8,9,31,29,7,7,-2.0,-3.0,25,25,76.0,92.0,3.0,3.0,17,19.0,14.0,0.6,1.2,12.0,1.0,1.2,10.0,-1,5.0,2.0,1.0,1.24,1.16,0.08000000000000007,-0.08,-0.12,0.039999999999999994,0
2022-03-11,20:15,Benfica,Vizela,1.0,1.0,D,0.0,0.0,D,2.0,6.0,1.0,0.0,21-22,3,14,57,24,18,5,42.0,-16.0,25,25,54.0,73.0,2.0,7.0,6,3.0,19.0,2.4,1.0,39.0,1.0,1.8,5.0,-11,-16.0,34.0,58.0,2.28,0.96,1.3199999999999998,1.68,-0.64,2.32,0
2022-03-07,20:15,Tondela,Belenenses,1.0,1.0,D,1.0,0.0,H,4.0,3.0,0.0,0.0,21-22,16,18,20,15,6,3,-17.0,-31.0,24,24,64.0,82.0,3.0,7.0,15,13.0,10.0,0.8,1.6,3.0,0.6,2.4,9.0,-2,3.0,-6.0,14.0,0.8333333333333334,0.625,0.20833333333333337,-0.7083333333333334,-1.2916666666666667,0.5833333333333334,0
2022-03-06,20:30,Santa Clara,Vizela,3.0,1.0,H,0.0,0.0,D,0.0,2.0,0.0,0.0,21-22,13,14,26,24,6,5,-15.0,-14.0,24,24,76.0,71.0,9.0,7.0,19,6.0,19.0,1.2,1.2,14.0,1.4,1.6,10.0,-1,-13.0,4.0,-1.0,1.0833333333333333,1.0,0.08333333333333326,-0.625,-0.5833333333333334,-0.04166666666666663,0
2022-03-06,20:30,Guimaraes,Famalicao,2.0,1.0,H,1.0,1.0,D,5.0,2.0,0.0,0.0,21-22,8,11,30,26,8,6,0.0,-7.0,24,24,84.0,74.0,4.0,3.0,8,8.0,9.0,1.0,2.2,6.0,1.6,0.6,37.0,-3,-1.0,-31.0,7.0,1.25,1.0833333333333333,0.16666666666666674,0.0,-0.2916666666666667,0.2916666666666667,0
2022-03-06,18:00,Pacos Ferreira,Porto,2.0,4.0,A,1.0,2.0,A,0.0,2.0,0.0,0.0,21-22,10,1,27,64,6,20,-7.0,42.0,24,24,80.0,68.0,3.0,6.0,13,5.0,2.0,1.2,0.8,30.0,1.6,0.8,29.0,9,3.0,1.0,-49.0,1.125,2.6666666666666665,-1.5416666666666665,-0.2916666666666667,1.75,-2.0416666666666665,0
2022-03-06,15:30,Moreirense,Maritimo,0.0,1.0,A,0.0,1.0,A,2.0,4.0,0.0,0.0,21-22,16,8,20,29,4,7,-16.0,-3.0,24,24,75.0,82.0,4.0,7.0,12,7.0,15.0,1.0,2.0,11.0,1.0,0.8,16.0,8,-8.0,-5.0,-13.0,0.8333333333333334,1.2083333333333333,-0.3749999999999999,-0.6666666666666666,-0.125,-0.5416666666666666,0
2022-03-05,20:30,Sp Lisbon,Arouca,2.0,0.0,H,0.0,0.0,D,2.0,4.0,0.0,0.0,21-22,2,15,58,22,18,5,31.0,-20.0,24,24,76.0,73.0,6.0,5.0,9,1.0,19.0,2.4,0.8,29.0,0.8,1.4,18.0,-13,-18.0,11.0,51.0,2.4166666666666665,0.9166666666666666,1.5,1.2916666666666667,-0.8333333333333334,2.125,0
2022-03-05,18:00,Portimonense,Benfica,1.0,2.0,A,1.0,1.0,D,5.0,3.0,1.0,0.0,21-22,8,3,29,54,7,17,-2.0,41.0,24,24,87.0,51.0,2.0,2.0,3,14.0,3.0,1.0,1.2,14.0,2.2,1.2,34.0,5,11.0,-20.0,-43.0,1.2083333333333333,2.25,-1.0416666666666667,-0.08333333333333333,1.7083333333333333,-1.7916666666666665,0
2022-03-05,15:30,Boavista,Sp Braga,1.0,1.0,D,0.0,1.0,A,5.0,3.0,0.0,0.0,21-22,13,4,25,45,4,13,-8.0,17.0,24,24,86.0,61.0,6.0,3.0,11,12.0,4.0,1.8,1.8,24.0,1.2,0.6,29.0,9,8.0,-5.0,-25.0,1.0416666666666667,1.875,-0.8333333333333333,-0.3333333333333333,0.7083333333333334,-1.0416666666666667,0
2022-03-04,20:15,Gil Vicente,Estoril,0.0,0.0,D,0.0,0.0,D,2.0,1.0,0.0,0.0,21-22,5,7,41,30,11,7,11.0,-2.0,24,24,68.0,75.0,3.0,3.0,20,11.0,19.0,1.6,0.8,31.0,0.6,1.2,12.0,-2,-8.0,19.0,13.0,1.7083333333333333,1.25,0.45833333333333326,0.4583333333333333,-0.08333333333333333,0.5416666666666666,0
2022-02-28,20:15,Sp Braga,Santa Clara,0.0,0.0,D,0.0,0.0,D,3.0,5.0,0.0,2.0,21-22,4,13,44,25,13,6,17.0,-15.0,23,23,58.0,71.0,3.0,7.0,14,4.0,6.0,1.6,0.8,36.0,1.6,1.2,17.0,-9,-2.0,19.0,32.0,1.9130434782608696,1.0869565217391304,0.8260869565217392,0.7391304347826086,-0.6521739130434783,1.391304347826087,0
2022-02-27,20:30,Porto,Gil Vicente,1.0,1.0,D,0.0,0.0,D,2.0,1.0,0.0,1.0,21-22,1,5,63,40,20,11,42.0,11.0,23,23,66.0,67.0,6.0,2.0,7,2.0,11.0,2.0,0.8,37.0,1.6,0.6,39.0,-4,-9.0,-2.0,31.0,2.739130434782609,1.7391304347826086,1.0000000000000002,1.826086956521739,0.4782608695652174,1.3478260869565215,0
2022-02-27,18:00,Estoril,Boavista,2.0,3.0,A,1.0,1.0,D,2.0,4.0,0.0,0.0,21-22,7,14,30,22,7,3,-1.0,-9.0,23,23,73.0,82.0,3.0,6.0,17,19.0,12.0,0.4,1.0,17.0,1.4,1.6,13.0,-7,7.0,4.0,8.0,1.3043478260869565,0.9565217391304348,0.34782608695652173,-0.043478260869565216,-0.391304347826087,0.34782608695652173,0
2022-02-27,18:00,Benfica,Guimaraes,3.0,0.0,H,2.0,0.0,H,1.0,2.0,0.0,0.0,21-22,3,6,51,30,16,8,38.0,3.0,23,23,50.0,82.0,2.0,4.0,6,3.0,8.0,2.0,1.2,29.0,1.6,1.8,12.0,-3,-5.0,17.0,35.0,2.217391304347826,1.3043478260869565,0.9130434782608696,1.6521739130434783,0.13043478260869565,1.5217391304347827,0
2022-02-27,15:30,Vizela,Portimonense,1.0,1.0,D,1.0,1.0,D,1.0,2.0,0.0,0.0,21-22,13,9,23,28,5,7,-14.0,-2.0,23,23,70.0,85.0,7.0,2.0,24,19.0,14.0,1.8,1.8,12.0,0.8,1.2,12.0,4,5.0,0.0,-12.0,1.0,1.2173913043478262,-0.21739130434782616,-0.6086956521739131,-0.08695652173913043,-0.5217391304347827,0
2022-02-26,20:30,Arouca,Moreirense,1.0,1.0,D,0.0,1.0,A,3.0,3.0,0.0,1.0,21-22,15,17,21,19,5,4,-20.0,-16.0,23,23,70.0,72.0,5.0,3.0,23,19.0,7.0,1.0,1.4,20.0,0.8,2.2,9.0,-2,12.0,11.0,-4.0,0.9130434782608695,0.8260869565217391,0.08695652173913038,-0.8695652173913043,-0.6956521739130435,-0.17391304347826086,0
2022-02-26,18:00,Maritimo,Sp Lisbon,1.0,1.0,D,1.0,1.0,D,3.0,2.0,0.0,0.0,21-22,9,2,28,57,7,18,-3.0,31.0,23,23,79.0,74.0,7.0,6.0,5,15.0,1.0,1.0,0.8,16.0,2.4,1.0,34.0,7,14.0,-18.0,-34.0,1.2173913043478262,2.4782608695652173,-1.2608695652173911,-0.13043478260869565,1.3478260869565217,-1.4782608695652173,0
2022-02-26,15:30,Famalicao,Tondela,2.0,1.0,H,0.0,0.0,D,5.0,3.0,0.0,0.0,21-22,12,16,23,20,5,6,-8.0,-16.0,23,23,69.0,61.0,3.0,3.0,21,9.0,13.0,1.4,1.0,29.0,1.0,1.8,6.0,-4,-4.0,23.0,8.0,1.0,0.8695652173913043,0.13043478260869568,-0.34782608695652173,-0.6956521739130435,0.34782608695652173,0
2022-02-25,20:15,Belenenses,Pacos Ferreira,0.0,2.0,A,0.0,1.0,A,2.0,4.0,0.0,0.0,21-22,18,11,15,24,3,5,-29.0,-9.0,23,23,80.0,76.0,7.0,3.0,10,10.0,5.0,0.8,2.2,13.0,1.0,1.0,21.0,7,5.0,-8.0,-20.0,0.6521739130434783,1.0434782608695652,-0.3913043478260869,-1.2608695652173914,-0.391304347826087,-0.8695652173913044,0
2022-02-21,20:15,Santa Clara,Portimonense,1.0,1.0,D,1.0,0.0,H,1.0,1.0,0.0,0.0,21-22,11,9,24,27,6,7,-15.0,-2.0,22,22,70.0,84.0,7.0,2.0,19,6.0,14.0,1.8,1.4,20.0,0.8,1.2,10.0,2,-8.0,10.0,-13.0,1.0909090909090908,1.2272727272727273,-0.13636363636363646,-0.6818181818181818,-0.09090909090909091,-0.5909090909090908,0
2022-02-20,20:45,Tondela,Sp Braga,0.0,1.0,A,0.0,0.0,D,2.0,1.0,0.0,0.0,21-22,16,4,20,41,6,12,-15.0,16.0,22,22,59.0,57.0,3.0,3.0,15,13.0,4.0,1.4,2.0,10.0,1.4,1.0,30.0,12,9.0,-20.0,-31.0,0.9090909090909091,1.8636363636363635,-0.9545454545454545,-0.6818181818181818,0.7272727272727273,-1.4090909090909092,0
2022-02-20,20:00,Moreirense,Porto,0.0,1.0,A,0.0,1.0,A,7.0,4.0,1.0,1.0,21-22,17,1,19,60,4,19,-15.0,41.0,22,22,65.0,62.0,2.0,5.0,12,7.0,2.0,1.0,2.2,13.0,2.6,1.0,35.0,16,5.0,-22.0,-56.0,0.8636363636363636,2.727272727272727,-1.8636363636363633,-0.6818181818181818,1.8636363636363635,-2.5454545454545454,0
2022-02-20,18:00,Sp Lisbon,Estoril,3.0,0.0,H,1.0,0.0,H,3.0,3.0,0.0,1.0,21-22,2,7,54,30,17,7,28.0,2.0,22,22,71.0,70.0,6.0,2.0,9,1.0,19.0,2.2,1.0,29.0,0.6,1.0,22.0,-5,-18.0,7.0,26.0,2.4545454545454546,1.3636363636363635,1.090909090909091,1.2727272727272727,0.09090909090909091,1.1818181818181819,0
2022-02-20,15:30,Maritimo,Famalicao,0.0,1.0,A,0.0,1.0,A,3.0,3.0,1.0,0.0,21-22,8,15,28,20,7,4,-2.0,-9.0,22,22,76.0,66.0,6.0,3.0,5,15.0,9.0,1.2,0.6,24.0,1.2,1.0,19.0,-7,6.0,5.0,7.0,1.2727272727272727,0.9090909090909091,0.36363636363636365,-0.09090909090909091,-0.4090909090909091,0.31818181818181823,0
2022-02-19,20:30,Guimaraes,Arouca,1.0,3.0,A,1.0,3.0,A,3.0,4.0,0.0,0.0,21-22,6,17,30,18,8,4,5.0,-22.0,22,22,79.0,66.0,4.0,5.0,8,8.0,19.0,1.6,1.4,19.0,0.4,1.6,9.0,-11,-11.0,10.0,27.0,1.3636363636363635,0.8181818181818182,0.5454545454545453,0.22727272727272727,-1.0,1.2272727272727273,0
2022-02-19,18:00,Pacos Ferreira,Vizela,2.0,1.0,H,1.0,1.0,D,7.0,4.0,0.0,2.0,21-22,13,11,21,23,4,5,-10.0,-13.0,22,22,69.0,66.0,3.0,5.0,13,5.0,19.0,0.6,0.8,10.0,1.6,1.8,19.0,2,-14.0,-9.0,3.0,0.9545454545454546,1.0454545454545454,-0.09090909090909083,-0.45454545454545453,-0.5909090909090909,0.1363636363636364,0
2022-02-19,15:30,Gil Vicente,Belenenses,2.0,0.0,H,0.0,0.0,D,2.0,4.0,0.0,0.0,21-22,5,18,37,15,10,3,9.0,-27.0,22,22,65.0,76.0,2.0,7.0,20,11.0,10.0,1.4,0.8,35.0,1.0,2.6,17.0,-13,1.0,18.0,36.0,1.6818181818181819,0.6818181818181818,1.0,0.4090909090909091,-1.2272727272727273,1.6363636363636365,0
2022-02-18,20:15,Boavista,Benfica,2.0,2.0,D,0.0,2.0,A,5.0,3.0,0.0,0.0,21-22,12,3,21,50,3,16,-9.0,38.0,22,22,77.0,47.0,6.0,2.0,11,12.0,3.0,1.2,1.4,12.0,1.8,1.0,34.0,9,9.0,-22.0,-47.0,0.9545454545454546,2.272727272727273,-1.3181818181818183,-0.4090909090909091,1.7272727272727273,-2.1363636363636362,0
2022-02-14,20:15,Arouca,Maritimo,0.0,3.0,A,0.0,2.0,A,2.0,4.0,0.0,1.0,21-22,17,9,18,25,4,6,-19.0,-5.0,21,21,64.0,72.0,5.0,5.0,23,19.0,15.0,0.6,1.4,13.0,1.0,0.8,17.0,8,4.0,-4.0,-14.0,0.8571428571428571,1.1904761904761905,-0.33333333333333337,-0.9047619047619048,-0.23809523809523808,-0.6666666666666667,0
2022-02-13,20:30,Vizela,Gil Vicente,0.0,1.0,A,0.0,1.0,A,3.0,4.0,0.0,0.0,21-22,11,5,23,34,5,9,-12.0,8.0,21,21,63.0,61.0,5.0,2.0,24,19.0,11.0,1.6,1.8,26.0,1.8,1.2,31.0,6,8.0,-5.0,-20.0,1.0952380952380953,1.619047619047619,-0.5238095238095237,-0.5714285714285714,0.38095238095238093,-0.9523809523809523,0
2022-02-13,18:00,Belenenses,Guimaraes,1.0,0.0,H,0.0,0.0,D,6.0,4.0,0.0,0.0,21-22,18,6,12,30,2,8,-28.0,6.0,21,21,70.0,75.0,7.0,4.0,10,10.0,8.0,0.8,2.8,3.0,2.0,1.8,26.0,12,2.0,-23.0,-34.0,0.5714285714285714,1.4285714285714286,-0.8571428571428572,-1.3333333333333333,0.2857142857142857,-1.619047619047619,0
2022-02-13,15:30,Famalicao,Moreirense,5.0,0.0,H,4.0,0.0,H,4.0,4.0,0.0,0.0,21-22,17,15,17,19,3,4,-14.0,-10.0,21,21,62.0,61.0,3.0,2.0,21,9.0,7.0,0.4,1.0,9.0,1.2,1.2,20.0,2,2.0,-11.0,-4.0,0.8095238095238095,0.9047619047619048,-0.09523809523809523,-0.6666666666666666,-0.47619047619047616,-0.19047619047619047,0
2022-02-12,20:30,Estoril,Tondela,1.0,0.0,H,0.0,0.0,D,2.0,2.0,0.0,0.0,21-22,7,14,27,20,6,6,1.0,-14.0,21,21,68.0,57.0,2.0,3.0,17,19.0,13.0,0.8,1.6,9.0,1.6,2.0,15.0,-7,6.0,-6.0,15.0,1.2857142857142858,0.9523809523809523,0.3333333333333335,0.047619047619047616,-0.6666666666666666,0.7142857142857142,0
2022-02-12,18:00,Portimonense,Boavista,1.0,1.0,D,1.0,1.0,D,4.0,3.0,0.0,1.0,21-22,8,13,26,20,7,3,-2.0,-9.0,21,21,80.0,74.0,2.0,5.0,3,14.0,12.0,0.8,1.4,7.0,1.2,1.4,11.0,-5,2.0,-4.0,7.0,1.2380952380952381,0.9523809523809523,0.2857142857142858,-0.09523809523809523,-0.42857142857142855,0.3333333333333333,0
2022-02-12,18:00,Benfica,Santa Clara,2.0,1.0,H,0.0,1.0,A,3.0,5.0,0.0,0.0,21-22,3,10,47,24,15,6,37.0,-14.0,21,21,44.0,65.0,2.0,7.0,6,3.0,6.0,1.8,0.8,29.0,2.2,1.4,31.0,-7,-3.0,-2.0,51.0,2.238095238095238,1.1428571428571428,1.0952380952380953,1.7619047619047619,-0.6666666666666666,2.4285714285714284,0
2022-02-12,15:30,Sp Braga,Pacos Ferreira,2.0,1.0,H,0.0,1.0,A,4.0,2.0,1.0,0.0,21-22,4,12,38,21,11,4,15.0,-9.0,21,21,53.0,67.0,2.0,3.0,14,4.0,5.0,1.4,1.2,22.0,0.4,0.8,14.0,-8,-1.0,8.0,24.0,1.8095238095238095,1.0,0.8095238095238095,0.7142857142857143,-0.42857142857142855,1.1428571428571428,0
2022-02-11,20:15,Porto,Sp Lisbon,2.0,2.0,D,1.0,2.0,A,4.0,7.0,2.0,3.0,21-22,1,2,59,53,19,17,41.0,28.0,21,21,58.0,64.0,3.0,3.0,7,2.0,1.0,2.8,1.0,45.0,2.2,1.2,33.0,-1,1.0,12.0,13.0,2.8095238095238093,2.5238095238095237,0.2857142857142856,1.9523809523809523,1.3333333333333333,0.6190476190476191,0
2022-02-07,21:15,Moreirense,Belenenses,4.0,1.0,H,2.0,1.0,H,2.0,1.0,0.0,1.0,21-22,17,18,16,12,3,2,-13.0,-25.0,20,20,59.0,69.0,2.0,6.0,12,7.0,10.0,0.6,1.4,9.0,1.0,2.2,7.0,-1,-3.0,2.0,12.0,0.8,0.6,0.20000000000000007,-0.65,-1.25,0.6,0
2022-02-07,19:00,Tondela,Benfica,1.0,3.0,A,0.0,2.0,A,2.0,1.0,1.0,0.0,21-22,14,3,20,44,6,14,-12.0,35.0,20,20,55.0,43.0,2.0,2.0,15,13.0,3.0,1.8,1.6,23.0,1.4,1.2,21.0,11,10.0,2.0,-47.0,1.0,2.2,-1.2000000000000002,-0.6,1.75,-2.35,0
2022-02-06,20:30,Sp Lisbon,Famalicao,2.0,0.0,H,1.0,0.0,H,2.0,2.0,0.0,0.0,21-22,2,16,50,17,16,3,26.0,-12.0,20,20,62.0,60.0,3.0,3.0,9,1.0,9.0,2.4,1.6,27.0,0.8,1.0,15.0,-14,-8.0,12.0,38.0,2.5,0.85,1.65,1.3,-0.6,1.9,0
2022-02-06,18:00,Arouca,Porto,0.0,2.0,A,0.0,0.0,D,5.0,4.0,0.0,0.0,21-22,15,1,18,56,4,18,-17.0,39.0,20,20,59.0,54.0,5.0,3.0,23,19.0,2.0,0.6,2.2,17.0,3.0,1.2,45.0,14,17.0,-28.0,-56.0,0.9,2.8,-1.9,-0.85,1.95,-2.8,0
2022-02-06,15:30,Gil Vicente,Santa Clara,2.0,2.0,D,1.0,1.0,D,3.0,5.0,0.0,2.0,21-22,5,11,33,23,9,6,8.0,-14.0,20,20,58.0,60.0,2.0,5.0,20,11.0,6.0,2.0,0.8,39.0,2.0,1.4,36.0,-6,5.0,3.0,22.0,1.65,1.15,0.5,0.4,-0.7,1.1,0
2022-02-06,15:30,Boavista,Vizela,2.0,2.0,D,0.0,1.0,A,5.0,6.0,1.0,1.0,21-22,14,11,19,22,3,5,-9.0,-12.0,20,20,69.0,57.0,4.0,4.0,11,12.0,19.0,1.0,1.2,10.0,1.6,1.4,30.0,3,-7.0,-20.0,3.0,0.95,1.1,-0.15000000000000013,-0.45,-0.6,0.14999999999999997,0
2022-02-05,20:30,Guimaraes,Sp Braga,2.0,1.0,H,1.0,0.0,H,4.0,1.0,1.0,0.0,21-22,6,4,27,38,7,11,5.0,16.0,20,20,71.0,52.0,3.0,2.0,8,8.0,4.0,1.8,1.8,16.0,2.4,0.8,32.0,2,4.0,-16.0,-11.0,1.35,1.9,-0.5499999999999998,0.25,0.8,-0.55,0
2022-02-05,18:00,Pacos Ferreira,Portimonense,1.0,1.0,D,1.0,0.0,H,5.0,5.0,0.0,0.0,21-22,12,8,20,25,4,7,-9.0,-2.0,20,20,62.0,75.0,3.0,2.0,13,5.0,14.0,0.6,0.8,15.0,1.0,1.8,3.0,4,-9.0,12.0,-7.0,1.0,1.25,-0.25,-0.45,-0.1,-0.35,0
2022-02-05,15:30,Maritimo,Estoril,0.0,0.0,D,0.0,0.0,D,3.0,2.0,0.0,1.0,21-22,9,7,24,26,6,6,-5.0,1.0,20,20,69.0,66.0,5.0,1.0,5,15.0,19.0,1.4,0.8,22.0,0.8,1.8,5.0,2,-4.0,17.0,-6.0,1.2,1.3,-0.10000000000000009,-0.25,0.05,-0.3,0
